code_dept_commune,code_departement,code_commune_INSEE,nom_commune,nb_arrets
85-85163,85,85163,Noirmoutier-en-l'Île,158
91-91201,91,91201,Draveil,158
22-22232,22,22232,Plourhan,158
68-68297,68,68297,Saint-Louis,157
38-38517,38,38517,Tullins,157
56-56118,56,56118,Locmiquélic,157
22-22070,22,22070,Guingamp,157
44-44001,44,44001,Abbaretz,156
77-77373,77,77373,Pontault-Combault,156
34-34003,34,34003,Agde,156
27-27562,27,27562,Saint-Marcel,156
91-91272,91,91272,Gif-sur-Yvette,156
41-41212,41,41212,Saint-Gervais-la-Forêt,156
91-91691,91,91691,Yerres,156
94-94041,94,94041,Ivry-sur-Seine,156
91-91103,91,91103,Brétigny-sur-Orge,156
28-28110,28,28110,Coudray,155
86-86062,86,86062,Chasseneuil-du-Poitou,155
85-85284,85,85284,Soullans,155
10-10297,10,10297,Pont-Sainte-Marie,155
72-72154,72,72154,Flèche,155
22-22050,22,22050,Dinan,155
44-44224,44,44224,Grigonnais,155
45-45235,45,45235,Ormes,154
44-44189,44,44189,Sainte-Reine-de-Bretagne,154
38-38344,38,38344,Roussillon,154
68-68154,68,68154,Illzach,154
59-59378,59,59378,Marcq-en-Barœul,154
67-67348,67,67348,Obernai,153
28-28226,28,28226,Maillebois,153
44-44174,44,44174,Saint-Lumine-de-Coutais,153
06-06007,06,06007,Auribeau-sur-Siagne,153
37-37203,37,37203,Rochecorbon,153
57-57606,57,57606,Saint-Avold,152
38-38397,38,38397,Saint-Ismier,152
44-44168,44,44168,Saint-Joachim,152
92-92073,92,92073,Suresnes,152
66-66037,66,66037,Canet-en-Roussillon,151
92-92019,92,92019,Châtenay-Malabry,151
76-76429,76,76429,Mesnil-Esnard,151
77-77445,77,77445,Savigny-le-Temple,151
33-33312,33,33312,Parempuyre,151
38-38157,38,38157,Estrablin,151
44-44122,44,44122,Petit-Mars,151
93-93031,93,93031,Épinay-sur-Seine,150
29-29189,29,29189,Plougastel-Daoulas,150
63-63019,63,63019,Aulnat,150
63-63099,63,63099,Châteaugay,150
84-84092,84,84092,Pontet,150
44-44063,44,44063,Gétigné,150
38-38099,38,38099,Chevrières,150
94-94078,94,94078,Villeneuve-Saint-Georges,149
03-03321,03,03321,Yzeure,149
93-93070,93,93070,Saint-Ouen,149
85-85182,85,85182,Pouzauges,149
62-62525,62,62525,Longuenesse,149
44-44079,44,44079,Landreau,149
06-06118,06,06118,Saint-Cézaire-sur-Siagne,148
48-48095,48,48095,Mende,148
77-77305,77,77305,Montereau-Fault-Yonne,148
83-83107,83,83107,Roquebrune-sur-Argens,148
54-54323,54,54323,Longwy,148
72-72058,72,72058,Changé,148
29-29170,29,29170,Plomelin,148
45-45272,45,45272,Saint-Cyr-en-Val,148
29-29293,29,29293,Trégunc,148
38-38151,38,38151,Échirolles,147
26-26058,26,26058,Bourg-lès-Valence,147
76-76497,76,76497,Petit-Couronne,147
53-53034,53,53034,Bonchamp-lès-Laval,147
49-49267,49,49267,Saint-Barthélemy-d'Anjou,147
59-59526,59,59526,Saint-Amand-les-Eaux,147
36-36159,36,36159,Poinçonnet,146
85-85018,85,85018,Beauvoir-sur-Mer,146
44-44032,44,44032,Chapelle-Heulin,146
04-04112,04,04112,Manosque,146
56-56251,56,56251,Theix-Noyalo,146
33-33200,33,33200,Haillan,146
62-62765,62,62765,Saint-Omer,146
72-72213,72,72213,Mulsanne,146
33-33096,33,33096,Carbon-Blanc,146
29-29216,29,29216,Pluguffan,146
68-68376,68,68376,Wittenheim,146
85-85153,85,85153,Mouchamps,146
30-30284,30,30284,Saint-Martin-de-Valgalgues,145
33-33366,33,33366,Saint-André-de-Cubzac,145
49-49063,49,49063,Chalonnes-sur-Loire,145
62-62119,62,62119,Béthune,145
69-69271,69,69271,Chassieu,145
85-85014,85,85014,Bazoges-en-Pareds,145
89-89387,89,89387,Sens,145
76-76384,76,76384,Lillebonne,145
47-47246,47,47246,Saint-Hilaire-de-Lusignan,145
85-85019,85,85019,Bellevigny,144
22-22389,22,22389,Yffiniac,144
29-29147,29,29147,Mellac,144
13-13077,13,13077,Port-de-Bouc,144
07-07331,07,07331,Vals-les-Bains,144
38-38124,38,38124,Corbelin,144
38-38523,38,38523,Varacieux,144
49-49246,49,49246,Ponts-de-Cé,143
92-92024,92,92024,Clichy,143
53-53097,53,53097,Évron,143
06-06149,06,06149,Trinité,143
83-83129,83,83129,Six-Fours-les-Plages,143
05-05061,05,05061,Gap,142
29-29048,29,29048,Edern,142
92-92072,92,92072,Sèvres,142
49-49261,49,49261,Gennes-Val-de-Loire,142
72-72244,72,72244,Précigné,142
44-44091,44,44091,Marsac-sur-Don,142
91-91521,91,91521,Ris-Orangis,142
29-29066,29,29066,Guengat,142
91-91657,91,91657,Vigneux-sur-Seine,141
53-53015,53,53015,Baconnière,141
34-34154,34,34154,Mauguio,141
37-37172,37,37172,Notre-Dame-d'Oé,141
19-19272,19,19272,Tulle,140
44-44075,44,44075,Issé,140
44-44157,44,44157,Saint-Étienne-de-Mer-Morte,140
38-38359,38,38359,Saint Antoine l'Abbaye,140
31-31506,31,31506,Saint-Orens-de-Gameville,140
67-67458,67,67458,Schweighouse-sur-Moder,140
14-14762,14,14762,Vire Normandie,140
38-38410,38,38410,Saint-Lattier,140
38-38545,38,38545,Vif,139
94-94073,94,94073,Thiais,139
29-29169,29,29169,Plogonnec,139
29-29274,29,29274,Scaër,139
59-59090,59,59090,Bondues,138
38-38455,38,38455,Saint-Savin,138
45-45104,45,45104,Corquilleroy,138
49-49167,49,49167,Garennes sur Loire,138
72-72071,72,72071,Montval-sur-Loir,138
76-76709,76,76709,Trait,138
72-72231,72,72231,Parigné-l'Évêque,138
18-18207,18,18207,Saint-Florent-sur-Cher,138
92-92022,92,92022,Chaville,138
06-06032,06,06032,Cap-d'Ail,137
31-31254,31,31254,Labège,137
09-09122,09,09122,Foix,137
94-94022,94,94022,Choisy-le-Roi,137
53-53096,53,53096,Ernée,137
38-38156,38,38156,Éparres,137
49-49298,49,49298,Saint-Léger-des-Bois,137
62-62502,62,62502,Lestrem,137
28-28359,28,28359,Saint-Rémy-sur-Avre,136
69-69273,69,69273,Corbas,136
76-76095,76,76095,Bihorel,136
62-62758,62,62758,Saint-Martin-Boulogne,136
28-28209,28,28209,Lèves,136
91-91200,91,91200,Dourdan,136
44-44118,44,44118,Pannecé,135
91-91589,91,91589,Savigny-sur-Orge,135
91-91345,91,91345,Longjumeau,135
85-85294,85,85294,Tranche-sur-Mer,135
37-37195,37,37195,Riche,135
38-38547,38,38547,Villard-Bonnot,135
93-93027,93,93027,Courneuve,135
34-34344,34,34344,Grande-Motte,135
38-38022,38,38022,Avenières Veyrins-Thuellin,134
85-85302,85,85302,Verrie,134
85-85208,85,85208,Saint-Denis-la-Chevasse,134
03-03095,03,03095,Cusset,134
38-38065,38,38065,Châbons,134
44-44062,44,44062,Gâvre,134
06-06152,06,06152,Valbonne,134
35-35013,35,35013,Bains-sur-Oust,133
85-85064,85,85064,Chauché,133
77-77152,77,77152,Dammarie-les-Lys,133
54-54115,54,54115,Champigneulles,133
92-92051,92,92051,Neuilly-sur-Seine,133
34-34057,34,34057,Castelnau-le-Lez,133
73-73227,73,73227,Courchevel,133
38-38160,38,38160,Eyzin-Pinet,133
78-78362,78,78362,Mantes-la-Ville,133
83-83047,83,83047,Crau,133
01-01283,01,01283,Oyonnax,133
38-38179,38,38179,Gières,132
69-69149,69,69149,Oullins,132
77-77122,77,77122,Combs-la-Ville,132
73-73011,73,73011,Albertville,132
69-69089,69,69089,Francheville,132
35-35139,35,35139,Laillé,132
31-31433,31,31433,Portet-sur-Garonne,132
64-64496,64,64496,Saint-Pierre-d'Irube,132
44-44164,44,44164,Saint-Hilaire-de-Chaléons,132
49-49021,49,49021,Beaufort-en-Anjou,132
62-62473,62,62473,Isbergues,132
49-49163,49,49163,Jarzé Villages,132
57-57757,57,57757,Yutz,132
54-54328,54,54328,Ludres,132
41-41047,41,41047,Chaussée-Saint-Victor,132
60-60175,60,60175,Creil,132
28-28001,28,28001,Abondant,132
50-50041,50,50041,Hague,132
95-95500,95,95500,Pontoise,131
69-69043,69,69043,Chaponost,131
38-38559,38,38559,Vinay,131
26-26124,26,26124,Étoile-sur-Rhône,131
49-49110,49,49110,Corzé,131
38-38348,38,38348,Ruy-Montceau,130
78-78545,78,78545,Saint-Cyr-l'École,130
92-92020,92,92020,Châtillon,130
64-64189,64,64189,Ciboure,130
26-26165,26,26165,Livron-sur-Drôme,130
44-44139,44,44139,Quilly,130
85-85008,85,85008,Aubigny-Les Clouzeaux,130
35-35219,35,35219,Pipriac,130
44-44115,44,44115,Oudon,130
68-68271,68,68271,Riedisheim,130
37-37179,37,37179,Parçay-Meslay,129
53-53123,53,53123,Juvigné,129
93-93046,93,93046,Livry-Gargan,129
93-93047,93,93047,Montfermeil,129
74-74094,74,74094,Cranves-Sales,129
92-92060,92,92060,Plessis-Robinson,129
72-72386,72,72386,Yvré-l'Évêque,129
37-37139,37,37139,Luynes,129
69-69289,69,69289,Saint-Pierre-de-Chandieu,129
95-95219,95,95219,Ermont,128
77-77350,77,77350,Ozoir-la-Ferrière,128
59-59560,59,59560,Seclin,128
56-56001,56,56001,Allaire,128
79-79079,79,79079,Mauléon,128
22-22210,22,22210,Ploubazlanec,128
70-70550,70,70550,Vesoul,128
77-77390,77,77390,Roissy-en-Brie,128
92-92007,92,92007,Bagneux,128
38-38337,38,38337,Rives,128
06-06054,06,06054,Drap,128
16-16138,16,16138,Fléac,128
74-74143,74,74143,Houches,128
44-44070,44,44070,Haie-Fouassière,127
54-54300,54,54300,Laneuveville-devant-Nancy,127
58-58303,58,58303,Varennes-Vauzelles,127
85-85092,85,85092,Fontenay-le-Comte,127
85-85015,85,85015,Beaufou,127
69-69199,69,69199,Saint-Fons,127
17-17421,17,17421,Saujon,127
44-44193,44,44193,Saint-Vincent-des-Landes,126
49-49048,49,49048,Briollay,126
78-78335,78,78335,Limay,126
33-33065,33,33065,Bouliac,126
49-49373,49,49373,Lys-Haut-Layon,126
22-22055,22,22055,Binic-Étables-sur-Mer,126
54-54329,54,54329,Lunéville,126
85-85246,85,85246,Saint-Martin-des-Noyers,126
38-38485,38,38485,Seyssinet-Pariset,126
38-38148,38,38148,Dolomieu,126
86-86214,86,86214,Saint-Benoît,125
31-31446,31,31446,Ramonville-Saint-Agne,125
92-92064,92,92064,Saint-Cloud,125
38-38474,38,38474,Sassenage,125
76-76608,76,76608,Sainte-Marguerite-sur-Duclair,125
93-93032,93,93032,Gagny,125
28-28393,28,28393,Tremblay-les-Villages,125
74-74305,74,74305,Ville-la-Grand,125
44-44049,44,44049,Croisic,125
76-76591,76,76591,Saint-Jacques-sur-Darnétal,125
13-13015,13,13015,Bouc-Bel-Air,125
91-91216,91,91216,Épinay-sur-Orge,125
59-59360,59,59360,Loos,125
38-38408,38,38408,Saint-Just-Chaleyssin,124
78-78126,78,78126,Celle-Saint-Cloud,124
44-44220,44,44220,Vue,124
64-64547,64,64547,Ustaritz,124
13-13041,13,13041,Gardanne,124
49-49353,49,49353,Trélazé,124
38-38052,38,38052,Bourg-d'Oisans,124
53-53084,53,53084,Craon,124
15-15012,15,15012,Arpajon-sur-Cère,124
35-35236,35,35236,Redon,124
85-85147,85,85147,Montournais,124
78-78208,78,78208,Élancourt,123
85-85038,85,85038,Brouzils,123
06-06130,06,06130,Saint-Vallier-de-Thiey,123
56-56164,56,56164,Ploeren,123
77-77243,77,77243,Lagny-sur-Marne,123
77-77183,77,77183,Ferté-sous-Jouarre,123
13-13081,13,13081,Rognac,123
38-38394,38,38394,Saint-Hilaire-du-Rosier,123
74-74112,74,74112,Epagny Metz-Tessy,123
35-35049,35,35049,Cancale,123
86-86213,86,86213,Rouillé,123
35-35352,35,35352,Vern-sur-Seiche,123
35-35208,35,35208,Orgères,123
85-85004,85,85004,Angles,122
59-59271,59,59271,Grande-Synthe,122
85-85097,85,85097,Gaubretière,122
69-69116,69,69116,Limonest,122
03-03023,03,03023,Bellerive-sur-Allier,122
49-49086,49,49086,Terranjou,122
42-42095,42,42095,Firminy,122
38-38370,38,38370,Saint-Bonnet-de-Chavagne,122
81-81144,81,81144,Lescure-d'Albigeois,122
91-91661,91,91661,Villebon-sur-Yvette,122
91-91687,91,91687,Viry-Châtillon,122
73-73179,73,73179,Motte-Servolex,122
72-72095,72,72095,Coulaines,122
44-44108,44,44108,Mouzillon,122
72-72008,72,72008,Arnage,121
91-91114,91,91114,Brunoy,121
77-77316,77,77316,Moret-Loing-et-Orvanne,121
85-85154,85,85154,Mouilleron-Saint-Germain,121
13-13078,13,13078,Port-Saint-Louis-du-Rhône,121
74-74013,74,74013,Anthy-sur-Léman,120
44-44002,44,44002,Aigrefeuille-sur-Maine,120
49-49218,49,49218,Montrevault-sur-Èvre,120
91-91421,91,91421,Montgeron,120
45-45274,45,45274,Saint-Denis-en-Val,120
35-35240,35,35240,Rheu,120
78-78146,78,78146,Chatou,120
38-38382,38,38382,Saint-Égrève,119
41-41055,41,41055,Valloire-sur-Cisse,119
93-93072,93,93072,Stains,119
27-27602,27,27602,Saint-Sébastien-de-Morsent,119
92-92044,92,92044,Levallois-Perret,119
38-38475,38,38475,Satolas-et-Bonce,119
85-85280,85,85280,Sallertaine,118
14-14098,14,14098,Thue et Mue,118
85-85172,85,85172,Perrier,118
62-62706,62,62706,Richebourg,118
33-33273,33,33273,Martignas-sur-Jalle,118
29-29069,29,29069,Guilers,118
06-06059,06,06059,Èze,118
44-44202,44,44202,Teillé,118
56-56188,56,56188,Quistinic,118
53-53014,53,53014,Azé,118
38-38205,38,38205,Lans-en-Vercors,118
68-68278,68,68278,Rixheim,118
93-93053,93,93053,Noisy-le-Sec,118
38-38133,38,38133,Coublevie,118
38-38439,38,38439,Crêts en Belledonne,118
67-67261,67,67261,Lauterbourg,117
54-54304,54,54304,Laxou,117
14-14712,14,14712,Saline,117
44-44053,44,44053,Drefféac,117
13-13026,13,13026,Châteauneuf-les-Martigues,117
28-28377,28,28377,Sorel-Moussel,117
38-38334,38,38334,Revel,117
72-72260,72,72260,Ruaudin,117
72-72054,72,72054,Champagné,116
44-44144,44,44144,Riaillé,116
17-17200,17,17200,Lagord,116
62-62040,62,62040,Arques,116
41-41226,41,41226,Saint-Ouen,115
77-77514,77,77514,Villeparisis,115
44-44135,44,44135,Pouliguen,115
38-38140,38,38140,Crolles,115
74-74042,74,74042,Bonneville,115
85-85277,85,85277,Saint-Vincent-sur-Graon,115
61-61483,61,61483,Bagnoles de l'Orne Normandie,115
73-73213,73,73213,Ravoire,115
69-69100,69,69100,Irigny,115
83-83123,83,83123,Sanary-sur-Mer,115
49-49138,49,49138,Bois d'Anjou,115
77-77083,77,77083,Champs-sur-Marne,115
69-69191,69,69191,Saint-Cyr-au-Mont-d'Or,115
36-36202,36,36202,Saint-Maur,114
38-38253,38,38253,Deux Alpes,114
95-95268,95,95268,Garges-lès-Gonesse,114
78-78322,78,78322,Jouy-en-Josas,114
49-49241,49,49241,Plessis-Grammoire,114
77-77296,77,77296,Moissy-Cramayel,114
47-47145,47,47145,Layrac,114
14-14271,14,14271,Fleury-sur-Orne,114
94-94038,94,94038,Haÿ-les-Roses,114
63-63417,63,63417,Sayat,114
91-91692,91,91692,Ulis,114
77-77379,77,77379,Provins,114
30-30294,30,30294,Saint-Privat-des-Vieux,114
49-49015,49,49015,Avrillé,114
27-27469,27,27469,Pont-de-l'Arche,113
27-27448,27,27448,Pacy-sur-Eure,113
53-53066,53,53066,Chemazé,113
59-59574,59,59574,Somain,113
17-17380,17,17380,Saint-Palais-sur-Mer,113
62-62263,62,62263,Dainville,113
77-77251,77,77251,Lieusaint,113
85-85151,85,85151,Mortagne-sur-Sèvre,113
72-72137,72,72137,Villeneuve-en-Perseigne,113
77-77431,77,77431,Saint-Pierre-lès-Nemours,113
13-13097,13,13097,Saint-Martin-de-Crau,113
93-93077,93,93077,Villemomble,113
92-92032,92,92032,Fontenay-aux-Roses,113
85-85020,85,85020,Benet,113
38-38191,38,38191,Huez,112
44-44010,44,44010,Batz-sur-Mer,112
44-44027,44,44027,Casson,112
44-44196,44,44196,Sévérac,112
38-38389,38,38389,Saint-Georges-d'Espéranche,112
56-56063,56,56063,Gestel,112
56-56029,56,56029,Calan,112
68-68375,68,68375,Wittelsheim,112
44-44116,44,44116,Paimbœuf,112
01-01033,01,01033,Bellegarde-sur-Valserine,112
76-76552,76,76552,Sainte-Adresse,112
40-40065,40,40065,Capbreton,112
22-22281,22,22281,Saint-Carreuc,112
44-44150,44,44150,Saint-Aignan-Grandlieu,112
38-38562,38,38562,Vizille,112
35-35055,35,35055,Chantepie,111
44-44088,44,44088,Maisdon-sur-Sèvre,111
22-22186,22,22186,Pléneuf-Val-André,111
76-76377,76,76377,Isneauville,111
50-50147,50,50147,Coutances,111
69-69143,69,69143,Neuville-sur-Saône,111
76-76069,76,76069,Belbeuf,110
88-88209,88,88209,Golbey,110
83-83090,83,83090,Ollioules,110
77-77014,77,77014,Avon,110
12-12089,12,12089,Decazeville,110
54-54184,54,54184,Essey-lès-Nancy,110
74-74119,74,74119,Évian-les-Bains,110
72-72025,72,72025,Bazouges Cré sur Loir,110
77-77131,77,77131,Coulommiers,110
38-38537,38,38537,Verpillière,110
85-85210,85,85210,Saint-Étienne-du-Bois,110
45-45197,45,45197,Marigny-les-Usages,110
78-78123,78,78123,Carrières-sous-Poissy,110
53-53124,53,53124,Prée-d'Anjou,110
15-15267,15,15267,Ytrac,110
76-76402,76,76402,Malaunay,110
95-95607,95,95607,Taverny,110
44-44099,44,44099,Moisdon-la-Rivière,110
60-60346,60,60346,Lamorlaye,110
95-95598,95,95598,Soisy-sous-Montmorency,109
72-72191,72,72191,Mayet,109
85-85254,85,85254,Saint-Mesmin,109
76-76282,76,76282,Freneuse,109
38-38425,38,38425,Saint-Maurice-l'Exil,109
16-16374,16,16374,Soyaux,109
64-64545,64,64545,Urrugne,109
25-25031,25,25031,Audincourt,109
85-85012,85,85012,Barre-de-Monts,109
76-76164,76,76164,Rives-en-Seine,109
62-62643,62,62643,Outreau,109
10-10357,10,10357,Saint-Parres-aux-Tertres,109
78-78642,78,78642,Verneuil-sur-Seine,108
02-02173,02,02173,Chauny,108
26-26085,26,26085,Châteauneuf-du-Rhône,108
44-44074,44,44074,Indre,108
17-17274,17,17274,Périgny,108
28-28064,28,28064,Bû,108
87-87065,87,87065,Feytiat,108
74-74276,74,74276,Taninges,108
56-56104,56,56104,Lanvaudan,108
85-85202,85,85202,Sainte-Cécile,108
78-78005,78,78005,Achères,107
18-18213,18,18213,Saint-Germain-du-Puy,107
49-49020,49,49020,Beaucouzé,107
67-67447,67,67447,Schiltigheim,107
06-06048,06,06048,Contes,107
17-17333,17,17333,Saint-Georges-de-Didonne,107
07-07324,07,07324,Tournon-sur-Rhône,107
38-38401,38,38401,Saint-Jean-de-Soudain,107
87-87075,87,87075,Isle,106
02-02243,02,02243,Crouy,106
13-13108,13,13108,Tarascon,106
17-17086,17,17086,Chaniers,106
85-85204,85,85204,Saint-Christophe-du-Ligneron,106
69-69063,69,69063,Collonges-au-Mont-d'Or,106
38-38223,38,38223,Maubec,106
49-49337,49,49337,Soucelles,106
59-59653,59,59653,Wavrin,106
38-38530,38,38530,Vaulx-Milieu,106
85-85039,85,85039,Bruffière,106
44-44117,44,44117,Pallet,106
17-17449,17,17449,Tonnay-Charente,106
22-22117,22,22117,Lantic,106
44-44086,44,44086,Lusanger,106
49-49377,49,49377,Villevêque,106
85-85011,85,85011,Barbâtre,106
72-72262,72,72262,Loir en Vallée,105
47-47169,47,47169,Moirax,105
74-74005,74,74005,Allinges,105
93-93050,93,93050,Neuilly-sur-Marne,105
76-76436,76,76436,Mesnil-sous-Jumièges,105
44-44206,44,44206,Touvois,105
41-41167,41,41167,Veuzain-sur-Loire,105
54-54099,54,54099,Val de Briey,105
94-94011,94,94011,Bonneuil-sur-Marne,105
03-03013,03,03013,Avermes,104
38-38292,38,38292,Villages du Lac de Paladru,104
36-36128,36,36128,Montierchaume,104
22-22099,22,22099,Lanfains,104
29-29146,29,29146,Melgven,104
65-65047,65,65047,Aureilhan,104
16-16199,16,16199,Magnac-sur-Touvre,104
22-22287,22,22287,Saint-Donan,104
59-59139,59,59139,Caudry,104
62-62491,62,62491,Laventie,104
59-59279,59,59279,Halluin,104
49-49055,49,49055,Cantenay-Épinard,104
13-13033,13,13033,Ensuès-la-Redonne,104
44-44120,44,44120,Pellerin,104
76-76020,76,76020,Anneville-Ambourville,104
72-72217,72,72217,Neuville-sur-Sarthe,104
14-14076,14,14076,Blainville-sur-Orne,104
59-59328,59,59328,Lambersart,104
57-57206,57,57206,Fameck,103
54-54430,54,54430,Pompey,103
74-74133,74,74133,Gaillard,103
91-91386,91,91386,Mennecy,103
78-78624,78,78624,Triel-sur-Seine,103
95-95252,95,95252,Franconville,103
76-76486,76,76486,Orival,103
67-67462,67,67462,Sélestat,103
69-69044,69,69044,Charbonnières-les-Bains,103
55-55043,55,55043,Belleville-sur-Meuse,103
42-42184,42,42184,Riorges,102
33-33424,33,33424,Saint-Laurent-Médoc,102
54-54397,54,54397,Neuves-Maisons,102
31-31424,31,31424,Plaisance-du-Touch,102
44-44044,44,44044,Conquereuil,102
38-38347,38,38347,Roybon,102
63-63470,63,63470,Volvic,102
38-38094,38,38094,Châtonnay,102
18-18267,18,18267,Trouy,102
77-77186,77,77186,Fontainebleau,102
78-78311,78,78311,Houilles,102
86-86157,86,86157,Mignaloux-Beauvoir,102
26-26313,26,26313,Saint-Marcel-lès-Valence,102
64-64335,64,64335,Lescar,102
26-26252,26,26252,Portes-lès-Valence,101
49-49306,49,49306,Saint-Martin-du-Fouilloux,101
54-54159,54,54159,Dombasle-sur-Meurthe,101
83-83144,83,83144,Valette-du-Var,101
49-49355,49,49355,Trémentines,101
14-14566,14,14566,Saint-Contest,101
94-94034,94,94034,Fresnes,101
45-45194,45,45194,Mardié,101
87-87050,87,87050,Couzeix,101
59-59508,59,59508,Roncq,101
77-77407,77,77407,Saint-Fargeau-Ponthierry,101
77-77053,77,77053,Brie-Comte-Robert,101
86-86174,86,86174,Naintré,101
68-68149,68,68149,Huningue,100
94-94077,94,94077,Villeneuve-le-Roi,100
38-38169,38,38169,Fontaine,100
06-06018,06,06018,Biot,100
85-85070,85,85070,Coëx,100
54-54339,54,54339,Malzéville,100
17-17409,17,17409,Saint-Sulpice-de-Royan,100
94-94016,94,94016,Cachan,100
38-38333,38,38333,Rencurel,100
53-53048,53,53048,Chailland,100
17-17028,17,17028,Aytré,100
59-59152,59,59152,Comines,100
67-67218,67,67218,Illkirch-Graffenstaden,100
77-77468,77,77468,Torcy,100
92-92046,92,92046,Malakoff,100
07-07078,07,07078,Davézieux,100
62-62215,62,62215,Carvin,100
76-76354,76,76354,Hénouville,100
54-54257,54,54257,Heillecourt,99
13-13021,13,13021,Carry-le-Rouet,99
76-76005,76,76005,Amfreville-la-Mi-Voie,99
62-62548,62,62548,Marck,99
44-44123,44,44123,Pierric,99
38-38367,38,38367,Saint-Bernard,99
43-43190,43,43190,Saint-Germain-Laprade,99
73-73290,73,73290,Val-Cenis,99
85-85081,85,85081,Dompierre-sur-Yon,99
83-83097,83,83097,Pourrières,99
29-29272,29,29272,Saint-Yvi,99
72-72223,72,72223,Noyen-sur-Sarthe,99
92-92049,92,92049,Montrouge,99
53-53140,53,53140,Louverné,99
79-79195,79,79195,Nueil-les-Aubiers,99
37-37152,37,37152,Mettray,99
12-12176,12,12176,Onet-le-Château,98
53-53211,53,53211,Saint-Denis-de-Gastines,98
59-59155,59,59155,Coudekerque-Branche,98
38-38162,38,38162,Faverges-de-la-Tour,98
24-24557,24,24557,Trélissac,98
27-27438,27,27438,Nonancourt,98
38-38226,38,38226,Mens,98
44-44022,44,44022,Boussay,98
29-29236,29,29236,Riec-sur-Bélon,98
74-74242,74,74242,Saint-Jorioz,98
35-35299,35,35299,Saint-Méloir-des-Ondes,98
38-38135,38,38135,Courtenay,98
08-08409,08,08409,Sedan,98
69-69250,69,69250,Tour-de-Salvagny,98
38-38519,38,38519,Valencin,98
68-68056,68,68056,Brunstatt-Didenheim,98
45-45282,45,45282,Saint-Hilaire-Saint-Mesmin,98
83-83068,83,83068,Grimaud,97
62-62004,62,62004,Achicourt,97
67-67046,67,67046,Bischwiller,97
80-80164,80,80164,Camon,97
95-95197,95,95197,Deuil-la-Barre,97
59-59343,59,59343,Lesquin,97
16-16291,16,16291,Ruelle-sur-Touvre,97
72-72013,72,72013,Aubigné-Racan,97
38-38111,38,38111,Claix,97
17-17461,17,17461,Vaux-sur-Mer,97
44-44095,44,44095,Meilleraye-de-Bretagne,97
95-95063,95,95063,Bezons,97
91-91326,91,91326,Juvisy-sur-Orge,97
44-44107,44,44107,Mouzeil,96
29-29217,29,29217,Pont-Aven,96
